"BM_activity","BM_rate","BM_consistency","BM_actdet_stationary","BM_actdet_walking","posture_activity","posture_rate","speech_profile_speaking","speech_profile_overlap","speech_profile_listening","speech_profile_silent","speech_profile_total_speaking","speech_profile_total_silent","speech_participation","audio_front_volume","audio_front_vol_consistency","audio_back_volume","audio_back_vol_consistency","interactions_combined_101","interactions_combined_102","interactions_combined_Average","interactions_proximity_101","interactions_proximity_102","interactions_proximity_Average","interactions_facetoface_101","interactions_facetoface_102","interactions_facetoface_Average","combined_betweenness_centrality","combined_closeness_centrality","combined_closeness_vitality","combined_cohesion","combined_degree_centrality","facetoface_betweenness_centrality","facetoface_closeness_centrality","facetoface_closeness_vitality","facetoface_cohesion","facetoface_degree_centrality","proximity_betweenness_centrality","proximity_closeness_centrality","proximity_closeness_vitality","proximity_cohesion","proximity_degree_centrality","Temp","ID","Woman","SD"
0.006868101,-2.64e-06,0.985109945,1839,30,1.691211538,0.001238473,326.3,133.6,450.2,1189.9,459.9,1640.1,0.427436514,0.0087983,0.727694431,0.008549386,0.662980081,0,2100,1050,0,1259.776994,629.888497,0,1005.946196,502.973098,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"101",1,0
0.005428557,-7.2e-06,0.988842362,1863,0,2.575317657,-0.001403985,450.2,133.6,326.3,1189.9,583.8,1516.2,0.477801582,0.01532819,0.673979781,0.013050853,0.63033149,2100,0,1050,1259.776994,0,629.888497,1005.946196,0,502.973098,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"102",1,0
0.006296455,-1.47e-05,0.986278134,2038,29,1.698642105,0.002738239,468.1,74.9,467.1,1329.9,543,1797,0.598894019,0.013119093,0.630953618,0.012396606,0.650920539,0,2340,1170,0,1413.550713,706.7753565,0,1425.302917,712.6514585,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,30.70076609,"301",0,1
0.006211617,-1.64e-05,0.986480713,2003,2,2.065083501,-0.01076732,467.1,74.9,468.1,1329.9,542,1798,0.256661536,0.006353943,0.636573703,0.006304495,0.698783573,2340,0,1170,1413.550713,0,706.7753565,1425.302917,0,712.6514585,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,29.10888722,"302",0,1
0.005324049,-6.4e-05,0.987711703,2510,14,1.630967038,-0.007267087,799.8,137.1,486.5,1396.6,936.9,1883.1,0.511212915,0.009800645,0.380845201,0.010284872,0.418147129,0,2820,1410,0,1784.739466,892.369733,0,1851.440814,925.720407,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,31.04304675,"305",0,0
0.006608099,-1.67e-06,0.986504544,2505,22,2.14557126,0.004573328,486.5,137.1,799.8,1396.6,623.6,2196.4,0.339141695,0.009890782,0.520053058,0.009298758,0.541665095,2820,0,1410,1784.739466,0,892.369733,1851.440814,0,925.720407,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,31.09137831,"306",0,0
0.005078457,7.77e-07,0.987846122,2040,14,2.049482426,-0.001209096,367.2,156.3,375.5,1321,523.5,1696.5,0.399238931,0.017110807,0.735757044,0.014514438,0.698458807,0,2220,1110,0,1312.460915,656.2304575,0,868.569914,434.284957,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"121",1,0
0.005850166,-7.49e-06,0.988052504,2048,11,2.062038884,0.000747,375.5,156.3,367.2,1321,531.8,1688.2,0.520130439,0.009807917,0.637463395,0.010106571,0.62367951,2220,0,1110,1312.460915,0,656.2304575,868.569914,0,434.284957,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"122",1,1
0.004895598,-2.37e-06,0.9889804,2210,12,1.631634194,5.2e-05,595.2,135.2,366,1303.6,730.4,1669.6,0.413197295,0.015219152,0.52719415,0.012724669,0.466868605,0,2400,1200,0,1427.294218,713.647109,0,1388.823838,694.411919,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"123",0,1
0.005706143,-1.87e-05,0.987756725,2209,0,2.015843685,-0.000489,366,135.2,595.2,1303.6,501.2,1898.8,0.516386038,0.010467201,0.723756987,0.01034903,0.616761527,2400,0,1200,1427.294218,0,713.647109,1388.823838,0,694.411919,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"124",0,1
0.005309996,-9.98e-05,0.987750786,2259,25,1.537690339,-0.000108,493.2,232.2,487.3,1247.3,725.4,1734.6,0.566013176,0.009282033,0.563184641,0.00944489,0.541604296,0,2460,1230,0,1642.398874,821.199437,0,1218.217322,609.108661,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"125",1,1
0.003151025,-6.49e-05,0.994332317,2284,0,1.204701891,0.013241386,487.3,232.2,493.2,1247.3,719.5,1740.5,0.38358032,0.012458905,0.720277498,0.009739718,0.578218226,2460,0,1230,1642.398874,0,821.199437,1218.217322,0,609.108661,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"126",1,1
0.005821059,-7.01e-05,0.987895424,1645,9,1.840614968,-0.000452,455.9,101.7,301.5,940.9,557.6,1242.4,0.535510812,0.011578277,0.487715694,0.011948775,0.470103449,0,1800,900,0,1017.364914,508.682457,0,848.561202,424.280601,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"127",1,1
0.005267594,-1.02e-05,0.988274589,1652,0,1.719457916,0.001043204,301.5,101.7,455.9,940.9,403.2,1396.8,0.398933632,0.015526233,0.658286174,0.012858319,0.675106527,1800,0,900,1017.364914,0,508.682457,848.561202,0,424.280601,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"128",1,0
0.007157302,-3e-07,0.983438481,2128,15,2.01476584,-0.001823564,510,162.9,475.2,1251.9,672.9,1727.1,0.500375469,0.013469211,0.472535244,0.013762033,0.368219191,0,2400,1200,0,1482.786241,741.3931205,0,1384.368163,692.1840815,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"129",1,0
0.004828855,1.22e-06,0.989652437,2108,0,2.538180656,-0.000585,475.2,162.9,510,1251.9,638.1,1761.9,0.392541198,0.018490612,0.504862041,0.015727389,0.465871943,2400,0,1200,1482.786241,0,741.3931205,1384.368163,0,692.1840815,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"130",1,1
0.007199677,-4.14e-05,0.985229715,2177,26,2.038600546,-0.001405575,441.4,97.7,493.7,1367.2,539.1,1860.9,0.505821926,0.010288043,0.59962858,0.010633573,0.58879226,0,2400,1200,0,1619.504158,809.752079,0,919.411319,459.7056595,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"131",1,1
0.003395383,1.97e-05,0.993575187,2195,0,1.415873347,-0.004867756,493.7,97.7,441.4,1367.2,591.4,1808.6,0.41459474,0.012800039,0.637421314,0.010210666,0.638262629,2400,0,1200,1619.504158,0,809.752079,919.411319,0,459.7056595,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"132",1,0
0.006444851,-2.33e-05,0.985681024,2120,35,1.852191139,0.000797,616.6,88.4,324.6,1370.4,705,1695,0.537449997,0.009145507,0.583118541,0.009534971,0.684853442,0,2400,1200,0,1565.808925,782.9044625,0,823.093229,411.5466145,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"133",1,0
0.004229829,-3.08e-06,0.992713516,2150,14,2.271475192,0.000484,324.6,88.4,616.6,1370.4,413,1987,0.279216669,0.009838802,0.916742207,0.007225717,0.867249043,2400,0,1200,1565.808925,0,782.9044625,823.093229,0,411.5466145,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"134",1,0
0.006099396,1.11e-06,0.986226198,2390,29,1.529081679,-0.005090904,478.1,180.3,530.4,1451.2,658.4,1981.6,0.522837936,0.010971888,0.648796183,0.011199974,0.505158536,0,2640,1320,0,1870.397477,935.1987385,0,1547.731669,773.8658345,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"137",0,0
0.005555927,-8.23e-06,0.98588671,2434,0,2.154972648,-0.000853,530.4,180.3,478.1,1451.2,710.7,1929.3,0.396101458,0.01673472,0.577785407,0.014300607,0.558478554,2640,0,1320,1870.397477,0,935.1987385,1547.731669,0,773.8658345,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"138",0,0
0.008107323,-8.1e-07,0.981446529,2158,29,2.405345534,9.98e-05,622.2,131.4,372.1,1214.3,753.6,1586.4,0.533734961,0.011542311,0.501684307,0.011673583,0.50757142,0,2340,1170,0,1492.702205,746.3511025,0,1157.336254,578.668127,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"103",1,0
0.005930593,-2.34e-05,0.987497618,2175,0,2.472597013,-0.000174,372.1,131.4,622.2,1214.3,503.5,1836.5,0.396606919,0.017107273,0.689955793,0.014256352,0.655543013,2340,0,1170,1492.702205,0,746.3511025,1157.336254,0,578.668127,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"104",1,0
0.004048589,-1.57e-06,0.992488477,2383,0,1.612889005,-0.000437,590.7,202.9,674,1172.4,793.6,1846.4,0.457430447,0.015893121,0.443106767,0.01353725,0.436245745,0,2640,1320,0,1714.24078,857.12039,0,1321.270059,660.6350295,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"139",1,0
0.004351766,1.43e-06,0.991026025,2398,0,1.445493293,1.19e-05,674,202.9,590.7,1172.4,876.9,1763.1,0.451660462,0.011715157,0.354813188,0.011727841,0.362630546,2640,0,1320,1714.24078,0,857.12039,1321.270059,0,660.6350295,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"140",1,0
0.006426184,-5.62e-06,0.986289822,1891,42,2.39317435,0.002260464,545.2,98.7,390.4,1245.7,643.9,1636.1,0.451748295,0.009911988,0.581306086,0.009981021,0.607354646,0,2280,1140,0,1296.149673,648.0748365,0,1224.811955,612.4059775,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"143",0,1
0.00440966,-4.17e-05,0.990088773,1945,0,1.672673178,-0.00043,390.4,98.7,545.2,1245.7,489.1,1790.9,0.37149732,0.013532501,0.728901654,0.011018422,0.727950118,2280,0,1140,1296.149673,0,648.0748365,1224.811955,0,612.4059775,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"144",0,1
0.005919952,-1.09e-05,0.986538112,2244,0,2.064596935,-0.00061,702.1,88.8,263.9,1465.2,790.9,1729.1,0.62428725,0.010345976,0.499926571,0.01065362,0.529082011,0,2520,1260,0,1518.037956,759.018978,0,1336.277796,668.138898,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"145",1,1
0.003536528,-2.42e-06,0.993086569,2248,0,1.904678808,-0.00291024,263.9,88.8,702.1,1465.2,352.7,2167.3,0.275315924,0.01010544,0.683493258,0.007287105,0.821667928,2520,0,1260,1518.037956,0,759.018978,1336.277796,0,668.138898,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"146",1,1
0.005219335,2.31e-06,0.98903292,1680,8,1.380643947,-6.27e-18,425.6,88.7,393.5,1012.2,514.3,1405.7,0.588995705,0.008965245,0.506316324,0.009199181,0.525356582,0,1920,960,0,997.602802,498.801401,0,897.051948,448.525974,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"147",1,1
0.004142992,-5.77e-06,0.992316729,1683,15,1.582117673,-0.00039,393.5,88.7,425.6,1012.2,482.2,1437.8,0.307879295,0.011420264,0.632620171,0.008748951,0.581322557,1920,0,960,997.602802,0,498.801401,897.051948,0,448.525974,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"149",1,0
0.007441319,-0.000111,0.982866599,2112,34,2.242130545,-0.09096163,435,133.8,414.8,1356.4,568.8,1771.2,0.528472739,0.008792166,0.661214144,0.008727034,0.657552684,0,2340,1170,0,1003.836615,501.9183075,0,489.079435,244.5397175,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"151",1,0
0.005089204,-1.96e-06,0.991016383,2130,22,2.004164462,-0.000599,414.8,133.8,435,1356.4,548.6,1791.4,0.356997346,0.013914313,0.69355316,0.011258484,0.66142829,2340,0,1170,1003.836615,0,501.9183075,489.079435,0,244.5397175,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"152",1,1
0.005436446,-1.05e-05,0.988343891,1970,23,1.354878703,-0.00075,452,183.7,470.6,1173.7,635.7,1644.3,0.567419651,0.009842737,0.514512489,0.010386521,0.477121989,0,2280,1140,0,1378.448865,689.2244325,0,670.248235,335.1241175,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"153",1,1
0.003686819,1.24e-05,0.992294524,2015,0,1.745352915,-0.004946381,470.6,183.7,452,1173.7,654.3,1625.7,0.315036489,0.01251421,0.622871386,0.010092221,0.605519746,2280,0,1140,1378.448865,0,689.2244325,670.248235,0,335.1241175,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"154",1,0
0.004931905,-6.69e-05,0.987922991,2044,11,1.971286039,-0.003143093,597.3,140.2,430.6,1171.9,737.5,1602.5,0.476914901,0.013884799,0.621468789,0.011365728,0.523283508,0,2340,1170,0,1353.63302,676.81651,0,1290.108095,645.0540475,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"155",1,0
0.007762507,-3.35e-05,0.981328685,2051,0,3.140080779,-0.005787891,430.6,140.2,597.3,1171.9,570.8,1769.2,0.398726125,0.008424425,0.565108941,0.008613755,0.596903963,2340,0,1170,1353.63302,0,676.81651,1290.108095,0,645.0540475,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"156",1,0
0.00569356,0.00014,0.988088661,1849,9,1.938502608,-0.012295231,482.1,292.1,374.4,1551.4,774.2,1925.8,0.399916704,0.01631739,0.468614991,0.016438649,0.485017114,0,2700,1350,0,1282.074033,641.0370165,0,852.571066,426.285533,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"105",1,1
0.00381462,7.41e-06,0.993298209,1832,5,1.57852312,0.001295755,374.4,292.1,482.1,1551.4,666.5,2033.5,0.29341663,0.016706455,0.633900491,0.014232336,0.651701001,2700,0,1350,1282.074033,0,641.0370165,852.571066,0,426.285533,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"106",1,1
0.007594593,-4.75e-06,0.978751803,2443,42,2.426681143,0.001134789,702.8,187.6,602.7,1206.9,890.4,1809.6,0.505747182,0.025197001,0.540814726,0.022801449,0.524486515,0,2700,1350,0,1789.952229,894.9761145,0,1223.276377,611.6381885,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"159",0,0
0.005149098,-4.1e-05,0.987607905,2475,1,1.468891216,-0.00093,602.7,187.6,702.8,1206.9,790.3,1909.7,0.403882447,0.010442761,0.593705475,0.01044537,0.611623558,2700,0,1350,1789.952229,0,894.9761145,1223.276377,0,611.6381885,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"160",0,0
0.00624698,1.15e-05,0.985821922,2035,24,2.252367694,0.012518795,531.2,112.2,417.9,1218.7,643.4,1636.6,0.377897756,0.013650457,0.706506922,0.011275404,0.674501189,0,2280,1140,0,1467.633005,733.8165025,0,1449.921091,724.9605455,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"161",0,0
0.006131558,-2e-06,0.984743801,2038,0,2.909164423,4.11e-18,417.9,112.2,531.2,1218.7,530.1,1749.9,0.502803998,0.007834414,0.58768193,0.007862478,0.607839897,2280,0,1140,1467.633005,0,733.8165025,1449.921091,0,724.9605455,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"162",0,0
0.009733163,-3.55e-05,0.974100856,2401,91,3.069877279,0.001647607,694.6,228.7,538.7,1358,923.3,1896.7,0.503046294,0.020030329,0.458454201,0.021516557,0.458046042,0,2820,1410,0,1862.473173,931.2365865,0,754.179872,377.089936,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"163",1,0
0.005573144,6.08e-06,0.98572208,2484,8,2.58047143,-0.00170413,538.7,228.7,694.6,1358,767.4,2052.6,0.383478529,0.030581432,0.508502029,0.028160907,0.505596254,2820,0,1410,1862.473173,0,931.2365865,754.179872,0,377.089936,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"164",1,0
0.006902383,5.33e-06,0.983696159,2049,35,1.992896353,0.000611,621.6,112.7,460.1,1085.6,734.3,1545.7,0.487773896,0.008946718,0.719186176,0.009073984,0.616766871,0,2280,1140,0,1544.640352,772.320176,0,1430.629987,715.3149935,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"165",0,0
0.005260786,6.7e-05,0.9895724,2059,19,3.028139079,-0.002531613,460.1,112.7,621.6,1085.6,572.8,1707.2,0.326699788,0.01058432,0.756842732,0.007992623,0.623231714,2280,0,1140,1544.640352,0,772.320176,1430.629987,0,715.3149935,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"166",0,1
0.0041092,3.47e-05,0.991767671,2361,28,1.453357644,-0.001439439,612.1,108.5,338.3,1581.1,720.6,1919.4,0.469325057,0.01491074,0.645429873,0.012706189,0.522838646,0,2640,1320,0,1721.998522,860.999261,0,1358.274092,679.137046,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"167",0,1
0.006960671,-3.58e-05,0.983564029,2312,47,2.581559234,-9.45e-05,338.3,108.5,612.1,1581.1,446.8,2193.2,0.424235549,0.008422286,0.724082217,0.008221272,0.660449537,2640,0,1320,1721.998522,0,860.999261,1358.274092,0,679.137046,0,1,2,NA,1,0,1,2,NA,1,0,1,2,NA,1,NA,"168",0,0
